0 0.916844 -1.500000 inf
 1 0.044955 -1.500000 4.500000
 2 0.215909 -1.500000 3.375000
 3 0.343821 -1.500000 3.000000
 4 0.610140 -1.500000 2.812500
 5 0.382097 -1.500000 2.700000
 6 0.220100 -1.500000 2.625000
 7 0.302724 -1.500000 2.571429
 8 0.401852 -1.500000 2.531250
 9 0.680605 -1.500000 2.500000
 10 0.133968 -1.500000 2.475000
 11 0.507137 -1.500000 2.454545
 12 0.666826 -1.500000 2.437500
 13 0.770271 -1.500000 2.423077
 14 0.892881 -1.500000 2.410714
 15 0.394522 -1.500000 2.400000
 16 0.919059 -1.500000 2.390625
 17 0.062380 -1.500000 2.382353
 18 0.785445 -1.500000 2.375000
 19 0.087429 -1.500000 2.368421
 20 0.844453 -1.500000 2.362500
 21 0.144991 -1.500000 2.357143
 22 0.271911 -1.500000 2.352273
 23 0.972942 -1.500000 2.347826
 24 0.172800 -1.500000 2.343750
 25 0.092976 -1.500000 2.340000
 26 0.402497 -1.500000 2.336538
 27 0.293306 -1.500000 2.333333
 28 0.220317 -1.500000 2.330357
 29 0.976776 -1.500000 2.327586
 30 0.615380 -1.500000 2.325000
 31 0.636096 -1.500000 2.322581
 32 0.521664 -1.500000 2.320312
 33 0.496935 -1.500000 2.318182
 34 0.460997 -1.500000 2.316176
 35 0.174215 -1.500000 2.314286
 36 0.329315 -1.500000 2.312500
 37 0.866256 -1.500000 2.310811
 38 0.805085 -1.500000 2.309211
 39 0.371522 -1.500000 2.307692
 40 0.403114 -1.500000 2.306250
 41 0.254885 -1.500000 2.304878
 42 0.462682 -1.500000 2.303571
 43 0.459426 -1.500000 2.302326
 44 0.668513 -1.500000 2.301136
 45 0.216818 -1.500000 2.300000
 46 0.452404 -1.500000 2.298913
 47 0.737682 -1.500000 2.297872
 48 0.435721 -1.500000 2.296875
 49 0.732945 -1.500000 2.295918
 50 0.142892 -1.500000 2.295000
 51 0.404472 -1.500000 2.294118
 52 0.304467 -1.500000 2.293269
 53 0.417510 -1.500000 2.292453
 54 0.152495 -1.500000 2.291667
 55 0.941161 -1.500000 2.290909
 56 0.854759 -1.500000 2.290179
 57 0.519305 -1.500000 2.289474
 58 0.820720 -1.500000 2.288793
 59 0.600586 -1.500000 2.288136
 60 0.587134 -1.500000 2.287500
 61 0.747814 -1.500000 2.286885
 62 0.315557 -1.500000 2.286290
 63 0.842734 -1.500000 2.285714
 64 0.375027 -1.500000 2.285156
 65 0.518169 -1.500000 2.284615
 66 0.995381 -1.500000 2.284091
 67 0.989828 -1.500000 2.283582
 68 0.644123 -1.500000 2.283088
 69 0.701987 -1.500000 2.282609
 70 0.209423 -1.500000 2.282143
 71 0.131172 -1.500000 2.281690
 72 0.944483 -1.500000 2.281250
 73 0.880522 -1.500000 2.280822
 74 0.390917 -1.500000 2.280405
 75 0.057890 -1.500000 2.280000
 76 0.235910 -1.500000 2.279605
 77 0.699968 -1.500000 2.279221
 78 0.933161 -1.500000 2.278846
 79 0.964285 -1.500000 2.278481
 80 0.919397 -1.500000 2.278125
 81 0.199534 -1.500000 2.277778
 82 0.972642 -1.500000 2.277439
 83 0.117662 -1.500000 2.277108
 84 0.714638 -1.500000 2.276786
 85 0.340023 -1.500000 2.276471
 86 0.228049 -1.500000 2.276163
 87 0.152136 -1.500000 2.275862
 88 0.755710 -1.500000 2.275568
 89 0.731387 -1.500000 2.275281
 90 0.712391 -1.500000 2.275000
 91 0.658538 -1.500000 2.274725
 92 0.655512 -1.500000 2.274457
 93 0.049327 -1.500000 2.274194
 94 0.494429 -1.500000 2.273936
 95 0.662472 -1.500000 2.273684
 96 0.498467 -1.500000 2.273438
 97 0.337006 -1.500000 2.273196
 98 0.253260 -1.500000 2.272959
 99 0.684173 -1.500000 2.272727
 
