0 0.000000 0.000000 0.000000 0.000000 0.000000 0.515893
1 0.025453 0.009176 0.202151 0.014202 0.296433 0.522957
2 0.041783 0.013016 0.283967 0.016808 0.372455 0.476399
3 0.063327 0.016548 0.360977 0.018903 0.450082 0.546040
4 0.085211 0.018140 0.384821 0.019441 0.450777 0.495495
5 0.083941 0.018646 0.408259 0.020040 0.480662 0.507135
6 0.064211 0.019003 0.431599 0.020686 0.500130 0.522804
7 0.064222 0.020797 0.457013 0.021292 0.520204 0.488432
8 0.077434 0.019768 0.453421 0.021163 0.505419 0.463865
9 0.043157 0.018599 0.421250 0.020489 0.479307 0.488701
10 0.049187 0.020304 0.460269 0.021408 0.519234 0.531952
11 0.054507 0.020291 0.455644 0.021287 0.528555 0.540073
12 0.033715 0.019528 0.425513 0.020611 0.487025 0.498086
13 0.032005 0.021611 0.442058 0.021011 0.510708 0.528057
14 0.017016 0.020710 0.428928 0.020714 0.490048 0.484909
15 -0.005972 0.020906 0.445467 0.021116 0.498621 0.511408
16 -0.003849 0.018225 0.404498 0.020122 0.469712 0.501067
17 -0.010763 0.019534 0.421761 0.020544 0.479020 0.488873
18 0.013303 0.020468 0.429418 0.020728 0.493680 0.540352
19 0.016857 0.020816 0.450496 0.021229 0.504013 0.511902
20 0.000994 0.021753 0.478242 0.021880 0.511905 0.491563
21 0.015602 0.020978 0.480306 0.021921 0.508230 0.477848
22 0.028498 0.019090 0.427466 0.020666 0.467513 0.474409
23 0.020264 0.017225 0.410002 0.020248 0.462182 0.459852
24 0.030639 0.019844 0.445143 0.021087 0.504643 0.542022
25 0.023135 0.020025 0.433656 0.020822 0.476181 0.509994
26 0.054822 0.019962 0.456922 0.021316 0.494892 0.461062
27 0.035499 0.019080 0.441831 0.021000 0.503985 0.498792
28 0.035499 0.019080 0.441831 0.021000 0.503985 0.530107
29 0.054212 0.018984 0.426467 0.020590 0.519687 0.495406
30 0.048038 0.017689 0.405108 0.020080 0.475050 0.478990
31 0.024788 0.018461 0.435111 0.020855 0.509721 0.535853
32 0.037973 0.018426 0.425145 0.020594 0.501151 0.463644
33 0.003024 0.018688 0.433408 0.020829 0.494044 0.480186
34 -0.007535 0.019465 0.429309 0.020729 0.477777 0.481666
35 -0.011347 0.018816 0.447969 0.021173 0.498162 0.516566
36 -0.003509 0.019800 0.447625 0.021167 0.502283 0.533736
37 -0.001983 0.020035 0.440708 0.021003 0.484934 0.476454
38 0.018046 0.022023 0.488543 0.022107 0.541400 0.555000
39 0.053694 0.020494 0.463800 0.021480 0.521270 0.478351
40 0.041661 0.020409 0.465309 0.021542 0.516882 0.516375
41 0.075918 0.021278 0.474286 0.021656 0.523289 0.517346
42 0.038651 0.018896 0.429813 0.020706 0.489284 0.490439
43 0.027413 0.018737 0.427634 0.020671 0.488702 0.515258
44 0.002815 0.019107 0.418563 0.020469 0.490513 0.485545
45 -0.032755 0.019181 0.431446 0.020756 0.486591 0.507822
46 -0.024141 0.019994 0.422948 0.020562 0.471375 0.470785
47 -0.011428 0.019708 0.427063 0.020673 0.458732 0.489153
48 -0.026006 0.018962 0.438250 0.020929 0.497119 0.474266
49 -0.013249 0.018725 0.433130 0.020818 0.481764 0.520607
50 -0.020940 0.020632 0.457452 0.021389 0.513344 0.501223
51 -0.023424 0.021873 0.462361 0.021501 0.514660 0.490408
52 -0.039579 0.019967 0.438813 0.020921 0.491709 0.498195
53 -0.043594 0.019728 0.425080 0.020582 0.460637 0.466106
54 -0.031797 0.018949 0.434106 0.020821 0.479375 0.485560
55 -0.013147 0.020114 0.447568 0.021162 0.492626 0.487099
56 -0.003700 0.019880 0.443025 0.021058 0.512192 0.526113
57 -0.022557 0.018644 0.414052 0.020346 0.471368 0.448931
58 -0.018006 0.017784 0.425491 0.020630 0.491718 0.516253
59 -0.003513 0.019930 0.446541 0.021142 0.496296 0.507329
60 0.005211 0.020932 0.442323 0.021041 0.501861 0.519047
61 -0.002069 0.020243 0.443821 0.021078 0.503210 0.504484
62 -0.013576 0.018286 0.423464 0.020584 0.481637 0.473165
63 -0.037886 0.017853 0.422156 0.020522 0.492037 0.471693
64 -0.018486 0.019962 0.451811 0.021258 0.517697 0.535179
65 -0.012221 0.017976 0.428973 0.020718 0.501758 0.478169
66 -0.006645 0.018363 0.433523 0.020831 0.501090 0.510288
67 -0.022887 0.017868 0.410299 0.020253 0.474411 0.496959
68 0.002069 0.019440 0.405635 0.020150 0.463857 0.483210
69 0.028497 0.021158 0.423669 0.020574 0.474623 0.514781
70 0.008611 0.021245 0.430682 0.020761 0.486283 0.479900
71 -0.000957 0.021712 0.450292 0.021231 0.516264 0.529543
72 -0.006141 0.020879 0.458211 0.021416 0.510593 0.512844
73 0.015508 0.019105 0.444086 0.021078 0.490994 0.480626
74 0.040279 0.016689 0.411818 0.020263 0.452347 0.468284
75 -0.001043 0.017796 0.413028 0.020333 0.462726 0.471679
76 0.001998 0.019777 0.454762 0.021336 0.511240 0.536503
77 -0.002710 0.019328 0.425914 0.020648 0.470686 0.472435
78 0.002533 0.018210 0.411645 0.020299 0.467233 0.476070
79 0.008801 0.018522 0.398546 0.019972 0.453552 0.479734
80 0.024004 0.017266 0.414393 0.020353 0.468841 0.483218
81 0.040682 0.018078 0.421785 0.020507 0.475588 0.500225
82 0.004332 0.018106 0.398229 0.019965 0.454033 0.465397
83 -0.007279 0.016819 0.397225 0.019939 0.473646 0.492314
84 0.000935 0.018199 0.410911 0.020281 0.463187 0.499600
85 0.006315 0.020410 0.469442 0.021677 0.535745 0.509892
86 0.015364 0.019560 0.459243 0.021435 0.525741 0.495038
87 -0.019416 0.019583 0.439196 0.020958 0.509837 0.516281
88 -0.009732 0.018523 0.426059 0.020649 0.498043 0.490255
89 0.005927 0.018747 0.425259 0.020631 0.479703 0.473416
90 0.021511 0.019081 0.421745 0.020535 0.477597 0.467258
91 0.011359 0.018145 0.435244 0.020870 0.474682 0.486924
92 0.012004 0.018559 0.445316 0.021110 0.494281 0.491268
93 0.024532 0.020220 0.458323 0.021405 0.502587 0.499634
94 0.016887 0.019849 0.454528 0.021324 0.487084 0.508034
95 0.016887 0.019849 0.454528 0.021324 0.487084 0.500663
96 0.048491 0.019804 0.437350 0.020867 0.480704 0.453304
97 0.050323 0.021416 0.472850 0.021698 0.535304 0.559037
98 0.048474 0.019766 0.449887 0.021166 0.530811 0.514980
99 0.032739 0.019343 0.454269 0.021299 0.510600 0.493724
100 0.032139 0.021315 0.455091 0.021319 0.512754 0.502025
101 -0.003768 0.020107 0.445920 0.021127 0.515691 0.470259
102 0.002232 0.019325 0.442399 0.021044 0.498829 0.476508
103 -0.012485 0.020434 0.426731 0.020664 0.500484 0.495653
104 -0.014447 0.018215 0.401340 0.020038 0.469650 0.445905
105 0.006592 0.018548 0.437054 0.020915 0.513935 0.532529
106 -0.008575 0.019204 0.451053 0.021247 0.507566 0.492907
107 0.021967 0.018696 0.430504 0.020747 0.474287 0.460779
108 0.021301 0.019717 0.427880 0.020685 0.486420 0.496746
109 0.038552 0.018955 0.421425 0.020503 0.483036 0.487698
110 0.026464 0.019507 0.437817 0.020918 0.520806 0.521140
111 0.042427 0.018170 0.430597 0.020718 0.492458 0.511894
112 0.030147 0.019307 0.426768 0.020647 0.487699 0.496086
113 0.021108 0.020142 0.462601 0.021509 0.522201 0.500483
114 0.007043 0.021040 0.482645 0.021979 0.560486 0.517669
115 0.003234 0.019825 0.451542 0.021260 0.528668 0.467686
116 0.001015 0.018917 0.431458 0.020782 0.499076 0.502496
117 -0.002820 0.019308 0.440391 0.020996 0.514387 0.499284
118 -0.023853 0.020651 0.447402 0.021149 0.518510 0.489188
119 -0.024334 0.020755 0.433583 0.020819 0.509797 0.517348
120 -0.032066 0.018410 0.435116 0.020845 0.492093 0.479003
121 -0.038468 0.018707 0.448822 0.021161 0.495251 0.474770
122 -0.026117 0.018883 0.432580 0.020793 0.489337 0.466208
123 -0.019654 0.019406 0.443611 0.021063 0.498795 0.497536
124 -0.019654 0.019406 0.443611 0.021063 0.498795 0.477568
125 -0.019654 0.019406 0.443611 0.021063 0.498795 0.516462
126 -0.019654 0.019406 0.443611 0.021063 0.498795 0.498652
127 -0.014936 0.021760 0.473656 0.021769 0.529477 0.491624
128 0.000544 0.021149 0.460085 0.021460 0.526403 0.514808
129 0.003655 0.022030 0.473865 0.021779 0.522971 0.525520
130 0.022570 0.021228 0.461000 0.021470 0.515710 0.501953
131 0.044619 0.020673 0.467164 0.021579 0.507575 0.495209
132 0.027589 0.022084 0.476731 0.021828 0.519189 0.521908
133 0.039659 0.022443 0.476642 0.021807 0.522672 0.490224
134 0.020444 0.020589 0.448521 0.021179 0.497332 0.496965
135 0.006286 0.021613 0.424218 0.020606 0.468445 0.449425
136 0.013819 0.021478 0.444730 0.021095 0.486072 0.502347
137 0.013548 0.018817 0.430571 0.020756 0.468201 0.505907
138 0.023570 0.019574 0.430067 0.020735 0.482189 0.513182
139 0.008464 0.017619 0.404495 0.020120 0.478382 0.491582
140 -0.007971 0.017422 0.382073 0.019555 0.447866 0.477536
141 -0.005157 0.016999 0.391120 0.019786 0.469045 0.486591
142 -0.001082 0.017730 0.392588 0.019824 0.475694 0.506615
143 0.014757 0.018820 0.409528 0.020242 0.480790 0.485188
144 0.018280 0.017289 0.408424 0.020211 0.493395 0.485881
145 0.021622 0.017095 0.419123 0.020471 0.491229 0.489790
146 0.024701 0.018756 0.432859 0.020801 0.493668 0.506297
147 0.015109 0.020150 0.433568 0.020827 0.499103 0.498915
148 -0.034733 0.021800 0.460620 0.021445 0.493796 0.493437
149 -0.030899 0.019264 0.458373 0.021398 0.494957 0.506067
150 -0.026759 0.019975 0.471487 0.021708 0.510603 0.481970
151 -0.031451 0.021425 0.494203 0.022220 0.532284 0.528578
152 -0.006454 0.020786 0.475283 0.021811 0.510809 0.479532
153 -0.015412 0.020460 0.469908 0.021683 0.505293 0.482158
154 0.001410 0.021978 0.485717 0.022050 0.524613 0.520278
155 -0.002807 0.020804 0.467825 0.021640 0.498032 0.442586
156 0.037500 0.021343 0.497588 0.022286 0.542708 0.547296
157 0.007870 0.021000 0.486946 0.022076 0.524422 0.518804
158 -0.021313 0.021389 0.477746 0.021858 0.513257 0.496186
159 -0.036922 0.021525 0.468143 0.021616 0.513323 0.512449
160 -0.042574 0.021355 0.478118 0.021835 0.530371 0.507361
161 -0.024910 0.018794 0.439978 0.020971 0.498280 0.511994
162 -0.010418 0.020285 0.438006 0.020936 0.489335 0.498637
163 0.002615 0.020168 0.427946 0.020697 0.493803 0.463966
164 0.018293 0.018783 0.411784 0.020294 0.482391 0.498737
165 0.003772 0.017895 0.420453 0.020515 0.507307 0.537308
166 0.015721 0.018330 0.413467 0.020338 0.492357 0.512309
167 0.021294 0.017827 0.385141 0.019623 0.450831 0.465518
168 0.021294 0.017827 0.385141 0.019623 0.450831 0.501373
169 0.028732 0.019001 0.425410 0.020616 0.511558 0.534594
170 0.043131 0.018475 0.406252 0.020120 0.467268 0.479583
171 0.022554 0.019330 0.417524 0.020431 0.465658 0.487683
172 -0.004078 0.019851 0.433805 0.020838 0.471157 0.490756
173 0.012096 0.019585 0.443868 0.021075 0.480205 0.508273
174 0.015541 0.021673 0.478391 0.021878 0.519026 0.506692
175 0.021603 0.019731 0.457425 0.021387 0.504193 0.496206
176 0.027252 0.018645 0.429972 0.020728 0.464425 0.473584
177 0.018999 0.019009 0.425466 0.020628 0.478279 0.467299
178 -0.015672 0.018401 0.415464 0.020387 0.482486 0.502899
179 -0.025991 0.017322 0.409238 0.020223 0.468201 0.479678
180 -0.038348 0.018547 0.426898 0.020636 0.475570 0.483322
